Exp Strategy,Dataset,Task,Test Condition,Model,Bal Acc,Macro F1,ROC-AUC
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,MLP (TL),0.4375,0.4269858511586453,0.8232142857142857
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,TABNET (TL),0.46249999999999997,0.45119047619047614,0.7851785714285715
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_0,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_0,TABNET (TL),0.3666666666666667,0.2616310892172961,0.7116666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_1,MLP (TL),0.3333333333333333,0.2222222222222222,0.5
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_1,TABNET (TL),0.6666666666666666,0.5411255411255411,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_2,MLP (TL),0.6666666666666666,0.5555555555555555,0.9416666666666668
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_2,TABNET (TL),0.6666666666666666,0.5555555555555555,0.9733333333333333
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_3,MLP (TL),0.6666666666666666,0.5555555555555555,0.6666666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_3,TABNET (TL),0.6666666666666666,0.5341880341880342,0.915
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_4,MLP (TL),0.3333333333333333,0.19607843137254902,0.6716666666666667
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_20_4,TABNET (TL),0.6666666666666666,0.5555555555555555,0.6666666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_0,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_0,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_1,MLP (TL),0.7000000000000001,0.6161616161616162,0.8383333333333333
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_1,TABNET (TL),0.6666666666666666,0.5555555555555555,0.8333333333333334
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_2,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_2,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_3,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_3,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_4,MLP (TL),0.6666666666666666,0.5555555555555555,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_25_4,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_0,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_0,TABNET (TL),0.9666666666666667,0.9665831244778613,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_1,MLP (TL),0.3666666666666667,0.2828282828282828,0.755
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_1,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_2,MLP (TL),0.9333333333333332,0.9326599326599326,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_2,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_3,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_3,TABNET (TL),0.8666666666666667,0.8611111111111112,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_4,MLP (TL),0.6666666666666666,0.5555555555555555,0.8683333333333333
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_30_4,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_0,MLP (TL),0.6666666666666666,0.5555555555555555,0.9916666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_0,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_1,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_1,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_2,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_2,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_3,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_3,TABNET (TL),0.9333333333333332,0.9326599326599326,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_4,MLP (TL),0.6666666666666666,0.5555555555555555,0.8116666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_35_4,TABNET (TL),0.7999999999999999,0.7802197802197801,0.7999999999999999
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_0,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_0,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_1,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_1,TABNET (TL),0.7000000000000001,0.6238244514106583,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_2,MLP (TL),0.7333333333333334,0.6825396825396827,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_2,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_3,MLP (TL),0.9,0.8950004244121891,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_3,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_4,MLP (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_40_4,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,MLP (TL),0.8333333333333334,0.8222222222222223,0.9483333333333333
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,TABNET (TL),0.7000000000000001,0.7021072796934865,0.9550000000000001
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,MLP (TL),0.9,0.8976982097186701,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,TABNET (TL),0.5333333333333333,0.44607843137254904,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,MLP (TL),0.6666666666666666,0.5555555555555555,0.7816666666666666
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,MLP (TL),0.6666666666666666,0.5473453749315819,0.8483333333333333
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,MLP (TL),0.7666666666666666,0.7571365832235397,0.9566666666666667
3_Estrategia_C_com_A,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,TABNET (TL),0.8666666666666667,0.8611111111111112,0.9983333333333334
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,MLP (TL),0.39999999999999997,0.3915601023017903,0.6533333333333333
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,TABNET (TL),0.3333333333333333,0.2222222222222222,0.775
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,MLP (TL),0.5,0.2380952380952381,0.0
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,TABNET (TL),0.2,0.17777777777777778,0.0
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,MLP (TL),0.8333333333333334,0.8222222222222223,0.9940476190476191
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,TABNET (TL),0.6666666666666666,0.48148148148148145,0.7595238095238095
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,MLP (TL),0.65,0.6361648444070648,0.9441666666666667
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,TABNET (TL),0.8333333333333334,0.8195343177921575,1.0
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,MLP (TL),0.31666666666666665,0.21468926553672316,0.6256302521008403
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,TABNET (TL),0.75,0.7488894084638765,0.9451680672268908
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,MLP (TL),0.8666666666666667,0.8563738156761412,0.9991666666666666
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,TABNET (TL),0.9833333333333334,0.9833229101521784,1.0
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,MLP (TL),0.7333333333333334,0.6825396825396827,0.9958333333333332
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,TABNET (TL),0.6666666666666666,0.5555555555555555,0.8316666666666667
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,MLP (TL),0.7666666666666666,0.7566666666666665,0.8337500000000001
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,TABNET (TL),0.5499999999999999,0.5146072796934865,0.6995833333333333
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,MLP (TL),0.8333333333333334,0.8327944669408085,0.9408333333333333
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,TABNET (TL),0.7833333333333333,0.7764882871265849,0.96375
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,MLP (TL),0.5333333333333333,0.4410680656443368,0.9341666666666667
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,TABNET (TL),0.5333333333333333,0.5541659773917839,0.8070833333333333
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,MLP (TL),0.7166666666666668,0.7220959595959595,0.91
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,TABNET (TL),0.65,0.6166056166056166,0.9333333333333332
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,MLP (TL),0.7000000000000001,0.6906443209992781,0.8008333333333334
3_Estrategia_C_com_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_0HP,MLP (TL),0.6255116959064327,0.5896644954162995,0.7995935765905278
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_0HP,TABNET (TL),0.697514619883041,0.6826657271578834,0.8666191658431308
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_1HP,MLP (TL),0.7273391812865497,0.7004124404770513,0.8781617219566127
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_1HP,TABNET (TL),0.7689327485380117,0.750087417589425,0.9224224192728198
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_2HP,MLP (TL),0.7353801169590644,0.6952349506945614,0.9065218971908939
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_2HP,TABNET (TL),0.7494152046783625,0.7364581148982737,0.9062522009280447
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_3HP,MLP (TL),0.6092836257309941,0.5358058615292922,0.8569786873774109
4_Estrategia_C_com_B,CWRU_12k,Diagnosis,Load_3HP,TABNET (TL),0.7078947368421052,0.6651080125113273,0.8745419532753986
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,MLP (TL),0.375,0.3069347319347319,0.7655357142857143
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,TABNET (TL),0.4375,0.4004476127320955,0.85375
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,MLP (TL),0.3375,0.3023459383753502,0.8119642857142857
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,TABNET (TL),0.5,0.3766025641025641,0.97125
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,MLP (TL),0.3875,0.30895915678524377,0.7596428571428572
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,TABNET (TL),0.425,0.3592047930283224,0.7966071428571428
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,MLP (TL),0.4,0.3234064785788924,0.7630357142857143
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,TABNET (TL),0.5875,0.5377216965212365,0.9394642857142856
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,MLP (TL),0.3625,0.2931060511410961,0.8287500000000001
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,TABNET (TL),0.5625,0.5138994293889805,0.8305357142857143
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,MLP (TL),0.4625,0.4507097288676236,0.8089285714285714
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,TABNET (TL),0.375,0.3266630116959064,0.8005357142857144
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,MLP (TL),0.49999999999999994,0.44674200728583074,0.8607142857142858
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,TABNET (TL),0.5375,0.45574750452799234,0.9092857142857143
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,MLP (TL),0.4375,0.42261668500058597,0.8287499999999999
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,TABNET (TL),0.48750000000000004,0.43458110516934045,0.8023214285714285
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,MLP (TL),0.4,0.2984508547008547,0.7864285714285715
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,TABNET (TL),0.375,0.24404761904761904,0.87625
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,MLP (TL),0.4125,0.29611823361823364,0.8953571428571429
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,TABNET (TL),0.25,0.25,0.7598214285714286
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,MLP (TL),0.125,0.125,0.6760714285714285
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,TABNET (TL),0.7125,0.6586538461538461,0.9375
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,MLP (TL),0.4625,0.3529411764705882,0.8360714285714286
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,TABNET (TL),0.75,0.6666666666666666,0.9721428571428572
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,MLP (TL),0.4625,0.40912260737628386,0.8532142857142857
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,TABNET (TL),0.4375,0.42317529018296285,0.82375
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,MLP (TL),0.44999999999999996,0.42171123832308044,0.8387499999999999
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,TABNET (TL),0.4875,0.42350955204216073,0.8333928571428572
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,MLP (TL),0.5125,0.44862616099071206,0.8651785714285714
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,TABNET (TL),0.5499999999999999,0.5243593051255591,0.9223214285714286
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,MLP (TL),0.5625,0.5586046263677842,0.8589285714285715
4_Estrategia_C_com_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,TABNET (TL),0.5750000000000001,0.578503898772441,0.9048214285714287
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_0,MLP (TL),0.7999999999999999,0.7802197802197802,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_0,TABNET (TL),0.7333333333333334,0.6825396825396827,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_1,MLP (TL),0.43333333333333335,0.334026334026334,0.9866666666666667
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_1,TABNET (TL),0.6666666666666666,0.5555555555555555,0.8983333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_2,MLP (TL),0.9666666666666667,0.9665831244778612,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_2,TABNET (TL),0.3333333333333333,0.2222222222222222,0.8333333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_3,MLP (TL),0.6666666666666666,0.5555555555555555,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_3,TABNET (TL),0.6666666666666666,0.5555555555555555,0.785
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_4,MLP (TL),0.6666666666666666,0.5555555555555555,0.9733333333333333
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_20_4,TABNET (TL),0.6666666666666666,0.5555555555555555,0.6666666666666666
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_0,MLP (TL),0.6666666666666666,0.5555555555555555,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_0,TABNET (TL),0.9,0.8976982097186701,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_1,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_1,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_2,MLP (TL),0.7666666666666666,0.7340930674264007,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_2,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_3,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_3,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_4,MLP (TL),0.7999999999999999,0.7962962962962963,0.9733333333333333
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_25_4,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_0,MLP (TL),0.6666666666666666,0.5555555555555555,0.8666666666666667
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_0,TABNET (TL),0.39999999999999997,0.2987012987012987,0.8366666666666666
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_1,MLP (TL),0.6666666666666666,0.5555555555555555,0.8250000000000001
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_1,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_2,MLP (TL),0.9333333333333332,0.9326599326599326,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_2,TABNET (TL),0.9666666666666667,0.9665831244778613,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_3,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_3,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_4,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_30_4,TABNET (TL),0.7666666666666666,0.7340930674264007,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_0,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_0,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_1,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_1,TABNET (TL),0.7666666666666666,0.7340930674264007,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_2,MLP (TL),0.9333333333333332,0.9326599326599326,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_2,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_3,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_3,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_4,MLP (TL),0.8333333333333334,0.8222222222222223,0.8566666666666666
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_35_4,TABNET (TL),0.8333333333333334,0.8222222222222223,0.8383333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_0,MLP (TL),0.7000000000000001,0.6238244514106583,0.9783333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_0,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_1,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_1,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_2,MLP (TL),0.7333333333333334,0.6825396825396827,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_2,TABNET (TL),0.7999999999999999,0.7802197802197801,0.9983333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_3,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_3,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_4,MLP (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_40_4,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,MLP (TL),0.6,0.6144781144781145,0.7316666666666666
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,TABNET (TL),0.6666666666666666,0.5555555555555555,0.9383333333333334
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,MLP (TL),0.7666666666666666,0.7628138974888201,0.9766666666666666
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,TABNET (TL),0.8333333333333334,0.8222222222222223,0.9416666666666668
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,MLP (TL),0.9333333333333332,0.9326599326599326,0.9899999999999999
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,MLP (TL),0.5,0.41269841269841273,0.7600000000000001
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,TABNET (TL),0.9,0.8976982097186701,1.0
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,MLP (TL),0.8333333333333334,0.8222222222222223,0.9516666666666667
4_Estrategia_C_com_B,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,TABNET (TL),0.7999999999999999,0.7896825396825395,0.9500000000000001
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,MLP (TL),0.8333333333333334,0.8222222222222223,0.9316666666666666
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,TABNET (TL),0.3333333333333333,0.2222222222222222,0.6183333333333333
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,MLP (TL),0.9,0.898989898989899,0.0
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,TABNET (TL),0.5,0.3333333333333333,0.0
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,MLP (TL),0.6666666666666666,0.48148148148148145,0.9041666666666667
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,TABNET (TL),0.9,0.8502673796791443,0.9761904761904763
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,MLP (TL),0.5666666666666667,0.4765300059417707,0.8691666666666666
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,TABNET (TL),0.8166666666666668,0.8016677935542033,0.9741666666666666
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,MLP (TL),0.6833333333333332,0.6828814460393408,0.8426470588235295
4_Estrategia_C_com_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,TABNET (TL),0.6333333333333333,0.5352022529441883,0.7916666666666666
