Dataset,Task,Test Condition,Model,Bal Acc,Macro F1,ROC-AUC
HUST_Gearbox,Detection,Cond_35_0,SVM,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_0,XGBoost,0.9,0.8888888888888888,1.0
HUST_Gearbox,Detection,Cond_35_0,TabNet,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_1,Random Forest,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_1,SVM,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_1,XGBoost,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_1,TabNet,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_2,Random Forest,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_2,SVM,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_2,XGBoost,1.0,1.0,1.0
HUST_Gearbox,Detection,Cond_35_2,TabNet,1.0,1.0,1.0
